epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
451,2.472534108540709,2.655,0.6,0.643,0.6,0.596
452,2.5087593180312813,2.656,0.602,0.645,0.602,0.598
453,2.450156278622379,2.656,0.6,0.643,0.6,0.596
454,2.451725985988867,2.657,0.6,0.643,0.6,0.596
455,2.4591851724709253,2.657,0.601,0.643,0.601,0.597
456,2.4404689361044256,2.656,0.601,0.644,0.601,0.597
457,2.436096384674668,2.657,0.6,0.643,0.6,0.596
458,2.4494089609999166,2.655,0.6,0.644,0.6,0.596
459,2.4283137650405475,2.657,0.6,0.643,0.6,0.596
460,2.418599075639991,2.658,0.601,0.644,0.6,0.597
461,2.41919879318713,2.656,0.6,0.644,0.6,0.596
462,2.4089670797510685,2.656,0.6,0.644,0.6,0.597
463,2.4361980339820435,2.657,0.601,0.643,0.6,0.596
464,2.4247355079479354,2.656,0.6,0.643,0.6,0.597
465,2.415241808002944,2.657,0.6,0.643,0.6,0.596
466,2.400504436388576,2.657,0.601,0.644,0.601,0.597
467,2.3968193355045444,2.657,0.6,0.643,0.6,0.596
468,2.401075971658996,2.656,0.6,0.644,0.6,0.597
469,2.4142554422541203,2.657,0.6,0.644,0.6,0.596
470,2.410764290274476,2.656,0.6,0.643,0.6,0.596
471,2.388527519840131,2.655,0.6,0.644,0.6,0.596
472,2.3911702287711685,2.657,0.6,0.643,0.6,0.596
473,2.38508014632858,2.656,0.599,0.643,0.599,0.596
474,2.3917314883151786,2.657,0.6,0.644,0.6,0.597
475,2.3917253934365097,2.657,0.601,0.643,0.601,0.596
476,2.3785497772393467,2.657,0.6,0.643,0.6,0.597
477,2.367054918990861,2.657,0.601,0.644,0.601,0.597
478,2.3633574724769133,2.655,0.6,0.643,0.6,0.596
479,2.3653720250482753,2.658,0.6,0.643,0.6,0.596
480,2.353493667102689,2.657,0.6,0.643,0.6,0.596
481,2.3554311023413135,2.657,0.601,0.645,0.601,0.597
482,2.363072240935098,2.657,0.6,0.643,0.6,0.596
483,2.361453934288997,2.656,0.6,0.644,0.6,0.597
484,2.3612646243090536,2.656,0.601,0.644,0.601,0.597
485,2.346140756077475,2.658,0.601,0.644,0.601,0.597
486,2.3235232992638215,2.656,0.6,0.642,0.6,0.596
487,2.3486073000146614,2.657,0.599,0.642,0.599,0.595
488,2.3270041476443803,2.658,0.6,0.643,0.6,0.597
489,2.344971128290506,2.657,0.599,0.642,0.599,0.596
490,2.3359128206575233,2.654,0.601,0.644,0.601,0.597
491,2.3389860150410975,2.656,0.6,0.644,0.6,0.596
492,2.3152212373894465,2.658,0.601,0.644,0.601,0.597
493,2.331204587053195,2.658,0.599,0.643,0.599,0.595
494,2.2962297574042987,2.657,0.599,0.642,0.599,0.595
495,2.3122446820032683,2.655,0.601,0.644,0.601,0.597
496,2.314391691854103,2.657,0.6,0.644,0.6,0.596
497,2.288853648219177,2.656,0.602,0.645,0.602,0.598
498,2.3125103881283344,2.656,0.601,0.646,0.601,0.598
499,2.277658460934242,2.658,0.6,0.644,0.6,0.596
500,2.3008286199695487,2.658,0.599,0.642,0.599,0.595
501,2.294289101835349,2.656,0.602,0.645,0.602,0.598
502,2.28681083554201,2.658,0.601,0.644,0.601,0.597
503,2.273243117139494,2.657,0.6,0.644,0.6,0.597
504,2.2794458525751136,2.657,0.6,0.643,0.6,0.596
505,2.280560518125836,2.657,0.6,0.645,0.6,0.597
506,2.261787234539751,2.655,0.6,0.643,0.6,0.596
507,2.271724744041046,2.656,0.599,0.643,0.599,0.596
508,2.2505494166049456,2.655,0.601,0.644,0.601,0.597
509,2.2556704844144893,2.657,0.6,0.643,0.6,0.596
510,2.256559400553469,2.657,0.601,0.645,0.601,0.597
511,2.241974123947912,2.655,0.6,0.644,0.6,0.596
512,2.2468779251979982,2.656,0.601,0.644,0.601,0.598
513,2.2399958061585896,2.656,0.601,0.644,0.601,0.597
514,2.3017094280186603,2.656,0.6,0.644,0.6,0.596
515,2.2516661440547137,2.656,0.602,0.645,0.602,0.598
516,2.2331398828066797,2.656,0.6,0.643,0.6,0.596
517,2.240597713497474,2.657,0.6,0.643,0.6,0.596
518,2.2484875910109183,2.657,0.6,0.643,0.599,0.596
519,2.224796492222259,2.656,0.6,0.644,0.6,0.596
520,2.2227578461348867,2.658,0.6,0.644,0.6,0.597
521,2.224035561263418,2.657,0.6,0.643,0.6,0.596
522,2.1983329841344474,2.658,0.6,0.644,0.6,0.597
523,2.189612789316286,2.657,0.601,0.644,0.601,0.597
524,2.205648649010441,2.656,0.6,0.643,0.6,0.596
525,2.194504385211056,2.656,0.6,0.645,0.6,0.597
526,2.176294581692139,2.656,0.6,0.644,0.6,0.596
527,2.1926647352693465,2.656,0.601,0.644,0.601,0.597
528,2.1795991927528267,2.656,0.601,0.645,0.601,0.598
529,2.1901976337178435,2.656,0.601,0.644,0.601,0.597
530,2.1760039077781372,2.656,0.601,0.645,0.601,0.597
531,2.165317367878463,2.656,0.601,0.645,0.601,0.597
532,2.1706210090030584,2.656,0.6,0.644,0.6,0.596
533,2.165883124750152,2.657,0.6,0.643,0.6,0.596
534,2.1606571712403846,2.657,0.601,0.644,0.601,0.597
535,2.1740361995619835,2.657,0.601,0.644,0.601,0.597
536,2.1527878135549936,2.656,0.601,0.645,0.601,0.597
537,2.1557226658439177,2.656,0.602,0.645,0.602,0.598
538,2.1666383876396025,2.657,0.6,0.644,0.6,0.596
539,2.149555975584675,2.657,0.6,0.643,0.6,0.596
540,2.160846068293785,2.657,0.6,0.644,0.6,0.597
541,2.1463653425411353,2.657,0.601,0.644,0.601,0.597
542,2.1336083881181778,2.656,0.6,0.643,0.6,0.596
543,2.134921480318625,2.656,0.601,0.645,0.601,0.598
544,2.1204295667777244,2.657,0.601,0.644,0.601,0.597
545,2.1226895333086846,2.656,0.6,0.644,0.6,0.597
546,2.123640025262352,2.656,0.601,0.645,0.601,0.597
547,2.1641877231409223,2.659,0.6,0.643,0.6,0.596
548,2.126643492878198,2.655,0.601,0.644,0.601,0.597
549,2.11027419204406,2.656,0.6,0.645,0.6,0.596
550,2.114396938942462,2.656,0.6,0.643,0.6,0.596
551,2.1091837112566263,2.657,0.601,0.645,0.601,0.598
552,2.1142085656809577,2.657,0.601,0.644,0.601,0.597
553,2.111103055842346,2.658,0.6,0.645,0.6,0.597
554,2.1098998495393233,2.656,0.6,0.643,0.6,0.596
555,2.093205303650537,2.657,0.601,0.645,0.601,0.598
556,2.0945920223633734,2.658,0.598,0.641,0.598,0.594
557,2.0946765248295214,2.657,0.601,0.644,0.601,0.597
558,2.093851538174015,2.655,0.6,0.644,0.6,0.596
559,2.0970564916265384,2.657,0.6,0.643,0.6,0.596
560,2.082394822699418,2.657,0.601,0.644,0.6,0.597
561,2.0985696921996078,2.656,0.6,0.643,0.6,0.596
562,2.067899902983249,2.656,0.6,0.644,0.6,0.596
563,2.0700444594311485,2.657,0.598,0.642,0.598,0.595
564,2.080431470928861,2.656,0.601,0.644,0.601,0.597
565,2.0894715985913073,2.656,0.601,0.645,0.601,0.597
566,2.074952784505822,2.655,0.601,0.644,0.601,0.597
567,2.066307884326084,2.657,0.6,0.643,0.6,0.596
568,2.0687714144766187,2.657,0.6,0.643,0.6,0.596
569,2.0633249676449124,2.655,0.601,0.645,0.601,0.597
570,2.0559143634865897,2.658,0.601,0.644,0.601,0.597
571,2.0602555644633673,2.655,0.6,0.644,0.6,0.597
572,2.0434155556187927,2.656,0.6,0.643,0.6,0.596
573,2.070205854265381,2.657,0.601,0.645,0.601,0.597
574,2.0742288942245555,2.655,0.6,0.643,0.6,0.596
575,2.0633200414353707,2.657,0.601,0.644,0.601,0.597
576,2.059220236804274,2.657,0.6,0.645,0.6,0.597
577,2.0590496214388088,2.656,0.6,0.643,0.6,0.596
578,2.0518055744022488,2.658,0.6,0.644,0.6,0.596
579,2.048769531722406,2.655,0.601,0.644,0.6,0.597
580,2.0468695146931735,2.656,0.6,0.643,0.6,0.596
581,2.0496849588317265,2.658,0.6,0.643,0.6,0.596
582,2.058324162551253,2.657,0.6,0.644,0.6,0.596
583,2.0286597198576666,2.657,0.6,0.644,0.6,0.596
584,2.0424893020475796,2.657,0.601,0.644,0.601,0.597
585,2.064054926290072,2.658,0.601,0.644,0.601,0.597
586,2.042562491941652,2.654,0.601,0.645,0.601,0.598
587,2.052025163952681,2.654,0.601,0.644,0.601,0.597
588,2.059004746913481,2.657,0.6,0.643,0.6,0.596
589,2.0443979263555803,2.655,0.602,0.646,0.602,0.598
590,2.0307236224841727,2.657,0.6,0.643,0.6,0.596
591,2.040732386693966,2.656,0.599,0.643,0.599,0.595
592,2.0309532879353713,2.657,0.601,0.644,0.601,0.597
593,2.0431926059101126,2.655,0.602,0.645,0.602,0.599
594,2.0584455967056665,2.655,0.602,0.645,0.601,0.598
595,2.050052816651279,2.655,0.6,0.643,0.6,0.596
596,2.0311734990107357,2.658,0.6,0.644,0.6,0.596
597,2.0416945951233667,2.657,0.6,0.645,0.6,0.596
598,2.055520426490896,2.655,0.601,0.645,0.601,0.597
599,2.043170416830398,2.655,0.6,0.644,0.6,0.596
